DATA_PESQUISA;PRECO_PESQUISADO;CODIGO_ESTABELECIMENTO;CODIGO_ESTABELECIMENTO_FILIAL;ENDERECO_ESTABELECIMENTO;NUMERO_ENDERECO_ESTABELECIMENTO;COMPLEMENTO_ENDERECO_ESTABELECIMENTO;TELEFONE_ESTABELECIMENTO;CIDADE_ESTABELECIMENTO;ESTADO_ESTABELECIMENTO;CODIGO_BAIRRO;DESCRICAO_BAIRRO;ESTABELECIMENTO_REDE;ESTABELECIMENTO_RAZAO_SOCIAL;CODIGO_CATEGORIA_PRODUTO;DESCRICAO_CATEGORIA_PRODUTO;CODIGO_PRODUTO;PRODUTO_DESCRICAO;PRODUTO_QTD_EMBALAGEM;CODIGO_TIPO_UNIDADE_MEDIDA_PRODUTO;TIPO_UNIDADE_MEDIDA_PRODUTO_DESCRICAO;TIPO_UNIDADE_MEDIDA_PRODUTO_SIGLA;CODIGO_TIPO_EMBALAGEM_PRODUTO;TIPO_EMBALAGEM_PRODUTO_DESCRICAO;TIPO_EMBALAGEM_PRODUTO_SIGLA
-------------;----------------;----------------------;-----------------------------;------------------------;-------------------------------;------------------------------------;------------------------;----------------------;----------------------;-------------;----------------;--------------------;----------------------------;------------------------;---------------------------;--------------;-----------------;---------------------;----------------------------------;-------------------------------------;---------------------------------;-----------------------------;--------------------------------;----------------------------
