CODIGO_PRODUTO;PRODUTO_DESCRICAO;CATEGORIA_PRODUTO;TIPO_EMBALAGEM_PRODUTO_SIGLA;UNIDADE
299;Arroz Parboilizado Tipo 1 "Tio João";CEREAIS;PCT;5KG
324;Feijão Preto "Caldo Bom";CEREAIS;PCT;1KG
365;Feijão Preto Tipo 1 (+ Barato);CEREAIS;PCT;1KG
427;Arroz Parboilizado Tipo 1  "Buriti";CEREAIS;PCT;5KG
479;Arroz Parboilizado Tipo 1 (+ Baratoo);CEREAIS;PCT;1KG
491;Arroz Branco Tipo 1 "Tio João";CEREAIS;PCT;5KG
534;Feijão Carioquinha Tipo 1 (+ Barato);CEREAIS;PCT;1KG
614;Arroz Branco Tipo 1  "Prato Fino";CEREAIS;PCT;5KG
721;Arroz Branco Tipo 1  "Buriti";CEREAIS;PCT;5KG
740;Arroz Branco Tipo 1  "Tio Urbano";CEREAIS;PCT;5KG
1374;Arroz Parboilizado Tipo 1  "Urbano";CEREAIS;PCT;5KG
196483;Arroz Parboilizado Tipo 1 "Dalfovo";CEREAIS;PCT;5KG
203367;Arroz Branco Tipo 1 (+Baratoo);CEREAIS;PCT;1KG
